PayslipItemCode,IsIncome
360,TRUE
587,FALSE
599,FALSE
600,FALSE
950,FALSE
977,FALSE
1003,TRUE
103,FALSE
1103,TRUE
1504,FALSE
1538,FALSE
1583,FALSE
1591,FALSE
1594,FALSE
1601,FALSE
4207,FALSE
574B,FALSE
591B,FALSE
601D,FALSE
604A,FALSE
621M,FALSE
700M,FALSE
C010,FALSE
C015,TRUE
D009,FALSE
D208,FALSE
D574,FALSE
D605,FALSE
D621,FALSE
D626,FALSE
DD26,FALSE
DD97,FALSE
P016,TRUE
P180,TRUE
P360,TRUE
S001,TRUE
W512,FALSE
W708,FALSE
